"slide"	"analysis"	"file"	"Field"	"ObjectNo"	"PositionX_m"	"PositionY_m"	"normalisedDepth"	"segmentation"	"celltype"	"ctxdepthInterval"	"area"	"channel"	"spotcounts"	"genes"	"cell.id"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	23	5	-3242.51	-16767.97	0.219139830448494	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	0	"Id3"	"00NJ_M3_E1_23_5"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	23	6	-3358.28	-16760.2	0.298898319363352	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	7	"Id3"	"00NJ_M3_E1_23_6"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	23	7	-3236.4	-16783.53	0.209582362971611	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	3	"Id3"	"00NJ_M3_E1_23_7"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	23	8	-3412.3	-16784.12	0.326207581778892	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	0	"Id3"	"00NJ_M3_E1_23_8"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	23	9	-3155.37	-16873.71	0.12395154717292	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	22	"Id3"	"00NJ_M3_E1_23_9"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	23	10	-3312.54	-16872.75	0.22881862892678	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	2	"Id3"	"00NJ_M3_E1_23_10"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	23	11	-3344.96	-16916.68	0.234677169023631	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	6	"Id3"	"00NJ_M3_E1_23_11"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	23	12	-3185.4	-16923.77	0.126536863768151	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	2	"Id3"	"00NJ_M3_E1_23_12"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	23	13	-3403.61	-16938.34	0.264662138618569	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	4	"Id3"	"00NJ_M3_E1_23_13"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	23	14	-3283.61	-16937.74	0.186888239354603	"CTX S-BF L2-3"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	2	"Id3"	"00NJ_M3_E1_23_14"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	23	15	-3456.36	-16959.19	0.291099140659876	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	10	"Id3"	"00NJ_M3_E1_23_15"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	24	1	-3069.41	-16678.25	0.125547006277326	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	0	"Id3"	"00NJ_M3_E1_24_1"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	24	2	-2996.08	-16688.92	0.0698032910458879	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	12	"Id3"	"00NJ_M3_E1_24_2"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	24	3	-3079.96	-16717.93	0.123270445208762	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	5	"Id3"	"00NJ_M3_E1_24_3"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	24	4	-3136.33	-16731.33	0.160168556802003	"CTX S-BF L2-3"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	1	"Id3"	"00NJ_M3_E1_24_4"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	24	5	-2964.78	-16730.4	0.0370812618975672	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	27	"Id3"	"00NJ_M3_E1_24_5"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	24	6	-3074.67	-16771.69	0.10554950202961	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	2	"Id3"	"00NJ_M3_E1_24_6"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	24	7	-3083.62	-16791.1	0.104781060503048	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	1	"Id3"	"00NJ_M3_E1_24_7"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	24	8	-3137.67	-16799.79	0.137943773276794	"CTX S-BF L2-3"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	2	"Id3"	"00NJ_M3_E1_24_8"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	24	9	-3124.99	-16843.75	0.114105356154101	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	3	"Id3"	"00NJ_M3_E1_24_9"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	24	10	-3151.22	-16873.47	0.121266090799839	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	16	"Id3"	"00NJ_M3_E1_24_10"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	26	2	-3147.22	-17121.94	0.0297973634192034	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	21	"Id3"	"00NJ_M3_E1_26_2"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	27	1	-3409.48	-17028.82	0.234711537266011	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	6	"Id3"	"00NJ_M3_E1_27_1"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	27	2	-3166.56	-17057.94	0.0661571336922797	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	2	"Id3"	"00NJ_M3_E1_27_2"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	27	3	-3362.01	-17113.76	0.172275413091039	"CTX S-BF L2-3"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	8	"Id3"	"00NJ_M3_E1_27_3"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	27	4	-3364	-17141.14	0.163364608150018	"CTX S-BF L2-3"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	0	"Id3"	"00NJ_M3_E1_27_4"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	27	5	-3419.74	-17146.79	0.197260270105475	"CTX S-BF L2-3"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	1	"Id3"	"00NJ_M3_E1_27_5"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	27	6	-3159.94	-17144.52	0.0296721605353122	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	47	"Id3"	"00NJ_M3_E1_27_6"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	27	7	-3297.11	-17151.57	0.116105201638412	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	0	"Id3"	"00NJ_M3_E1_27_7"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	27	8	-3187.01	-17172.66	0.0368010537593103	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	28	"Id3"	"00NJ_M3_E1_27_8"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	27	9	-3309.92	-17180.88	0.113502490092515	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	10	"Id3"	"00NJ_M3_E1_27_9"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	27	10	-3246.49	-17177.91	0.0734649739589522	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	19	"Id3"	"00NJ_M3_E1_27_10"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	27	11	-3448.3	-17206.43	0.192875907428005	"CTX S-BF L2-3"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	3	"Id3"	"00NJ_M3_E1_27_11"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	27	13	-3216.09	-17225.07	0.03621754971359	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	30	"Id3"	"00NJ_M3_E1_27_13"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	27	14	-3319.97	-17238.84	0.0983219653535146	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	1	"Id3"	"00NJ_M3_E1_27_14"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	27	15	-3276.63	-17143.31	0.105887174952744	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	2	"Id3"	"00NJ_M3_E1_27_15"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	28	1	-3550.47	-16970.46	0.347901956011117	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	7	"Id3"	"00NJ_M3_E1_28_1"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	28	2	-3451.75	-16982.45	0.279425774653157	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	14	"Id3"	"00NJ_M3_E1_28_2"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	28	4	-3735.81	-16989.1	0.459754742620494	"CTX S-BF L4"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	2	"Id3"	"00NJ_M3_E1_28_4"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	28	7	-3591.76	-17037.23	0.34947851098739	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	8	"Id3"	"00NJ_M3_E1_28_7"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	28	8	-3747.64	-17075.21	0.429772159359162	"CTX S-BF L4"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	0	"Id3"	"00NJ_M3_E1_28_8"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	28	9	-3614.18	-17079.15	0.347456974410579	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	1	"Id3"	"00NJ_M3_E1_28_9"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	28	10	-3456.65	-17083.22	0.245005775460237	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	4	"Id3"	"00NJ_M3_E1_28_10"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	28	11	-3504.83	-17106.23	0.2673536824146	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	3	"Id3"	"00NJ_M3_E1_28_11"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	28	13	-3645.23	-17148.14	0.337607660599107	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	4	"Id3"	"00NJ_M3_E1_28_13"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	28	14	-3699.75	-17147.66	0.367131649885765	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	2	"Id3"	"00NJ_M3_E1_28_14"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	28	15	-3626.53	-17148.05	0.327645743029655	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	3	"Id3"	"00NJ_M3_E1_28_15"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	28	16	-3729.45	-17168.65	0.372432029705475	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	4	"Id3"	"00NJ_M3_E1_28_16"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	28	17	-3502.68	-17182.49	0.236621906978002	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	1	"Id3"	"00NJ_M3_E1_28_17"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	28	18	-3589.47	-17219.06	0.271493223918422	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	1	"Id3"	"00NJ_M3_E1_28_18"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	28	19	-3645.92	-17232.72	0.29464020798298	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	5	"Id3"	"00NJ_M3_E1_28_19"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	28	20	-3612.7	-17242.1	0.272033421986173	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	0	"Id3"	"00NJ_M3_E1_28_20"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	34	22	-4042.21	-25376.58	0.279933951980054	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	2	"Id3"	"00NJ_M3_E1_34_22"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	34	23	-3883.15	-25379.77	0.146744189497369	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	29	"Id3"	"00NJ_M3_E1_34_23"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	35	10	-4357.9	-25321.88	0.550196637905505	"CTX S-BF L4"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	0	"Id3"	"00NJ_M3_E1_35_10"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	35	11	-4179.39	-25341.91	0.400760193924796	"CTX S-BF L4"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	1	"Id3"	"00NJ_M3_E1_35_11"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	35	12	-4260.86	-25378.03	0.45743812815795	"CTX S-BF L4"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	2	"Id3"	"00NJ_M3_E1_35_12"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	36	7	-4523.18	-25208.54	0.715295596966673	"CTX S-BF L5"	"Astrocytes"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	1	"Id3"	"00NJ_M3_E1_36_7"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	36	8	-4498.74	-25221.81	0.691783509261432	"CTX S-BF L5"	"Astrocytes"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	2	"Id3"	"00NJ_M3_E1_36_8"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	36	10	-4587.05	-25251.92	0.751895552116637	"CTX S-BF L5"	"Astrocytes"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	0	"Id3"	"00NJ_M3_E1_36_10"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	36	11	-4480.76	-25258.86	0.666297090431597	"CTX S-BF L5"	"Astrocytes"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	7	"Id3"	"00NJ_M3_E1_36_11"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	36	12	-4656.96	-25253.75	0.805525095866333	"CTX S-BF L6"	"Astrocytes"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	12	"Id3"	"00NJ_M3_E1_36_12"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	36	14	-4478.97	-25306.71	0.65020225803769	"CTX S-BF L5"	"Astrocytes"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	11	"Id3"	"00NJ_M3_E1_36_14"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	36	15	-4606.05	-25304.55	0.749645345212362	"CTX S-BF L5"	"Astrocytes"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	5	"Id3"	"00NJ_M3_E1_36_15"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	36	16	-4431.12	-25314	0.610416615412773	"CTX S-BF L5"	"Astrocytes"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	3	"Id3"	"00NJ_M3_E1_36_16"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	36	17	-4358.36	-25321.64	0.550630775266187	"CTX S-BF L4"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	3	"Id3"	"00NJ_M3_E1_36_17"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	37	5	-4805.35	-25148.96	0.956561238861746	"CTX S-BF L6"	"Astrocytes"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	21	"Id3"	"00NJ_M3_E1_37_5"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	37	6	-4851.68	-25173.7	0.982961370575155	"CTX S-BF L6"	"Astrocytes"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	27	"Id3"	"00NJ_M3_E1_37_6"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	37	8	-4779.94	-25178.52	0.926299402629531	"CTX S-BF L6"	"Astrocytes"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	40	"Id3"	"00NJ_M3_E1_37_8"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	37	9	-4728.72	-25200.49	0.879078521164512	"CTX S-BF L6"	"Astrocytes"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	50	"Id3"	"00NJ_M3_E1_37_9"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	37	10	-4658.49	-25255.5	0.806122682477106	"CTX S-BF L6"	"Astrocytes"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	12	"Id3"	"00NJ_M3_E1_37_10"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	37	11	-4770.63	-25269.38	0.887205403206605	"CTX S-BF L6"	"Astrocytes"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	30	"Id3"	"00NJ_M3_E1_37_11"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	37	12	-4732.78	-25266.58	0.859377295759821	"CTX S-BF L6"	"Astrocytes"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	31	"Id3"	"00NJ_M3_E1_37_12"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	37	13	-4691.65	-25285.12	0.821714538343613	"CTX S-BF L6"	"Astrocytes"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	34	"Id3"	"00NJ_M3_E1_37_13"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	37	14	-4757.09	-25317.95	0.860383825057116	"CTX S-BF L6"	"Astrocytes"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	2	"Id3"	"00NJ_M3_E1_37_14"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	37	16	-4881.33	-25352.24	0.941311479734167	"CTX S-BF L6"	"Astrocytes"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	35	"Id3"	"00NJ_M3_E1_37_16"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	37	18	-4814.3	-25375.66	0.883705775769631	"CTX S-BF L6"	"Astrocytes"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	16	"Id3"	"00NJ_M3_E1_37_18"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	38	1	-4855.77	-25374.38	0.914817592367305	"CTX S-BF L6"	"Astrocytes"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	42	"Id3"	"00NJ_M3_E1_38_1"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	38	2	-4925.67	-25400.23	0.958143154530351	"CTX S-BF L6"	"Astrocytes"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	27	"Id3"	"00NJ_M3_E1_38_2"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	38	3	-4891.01	-25427.59	0.923958299044882	"CTX S-BF L6"	"Astrocytes"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	10	"Id3"	"00NJ_M3_E1_38_3"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	38	5	-4777.71	-25466.32	0.827592404621074	"CTX S-BF L6"	"Astrocytes"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	3	"Id3"	"00NJ_M3_E1_38_5"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	38	6	-4923.82	-25488.44	0.930345103153928	"CTX S-BF L6"	"Astrocytes"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	14	"Id3"	"00NJ_M3_E1_38_6"
"00NJ"	"P56cor2-CTXsbf-sastv21-short_00NJ_Astrocytes.tsv"	"00NJ_M3_E1"	38	7	-4919.92	-25519.08	0.918427033624081	"CTX S-BF L6"	"Astrocytes"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	28	"Id3"	"00NJ_M3_E1_38_7"
