"slide"	"analysis"	"file"	"Field"	"ObjectNo"	"PositionX_m"	"PositionY_m"	"normalisedDepth"	"segmentation"	"celltype"	"ctxdepthInterval"	"area"	"channel"	"spotcounts"	"genes"	"cell.id"
"00NH"	"P56cor2-CTXsbf-sastv21_00NH_Astrocytes.tsv"	"00NH_M2_E1"	49	10	-2979.56	-27064.26	0.679277340625555	"CTX S-BF L5"	"Astrocytes"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	6	"Chrdl1"	"00NH_M2_E1_49_10"
"00NH"	"P56cor2-CTXsbf-sastv21_00NH_Astrocytes.tsv"	"00NH_M2_E1"	49	11	-3139.3	-27074.2	0.786893715085948	"CTX S-BF L6"	"Astrocytes"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	16	"Chrdl1"	"00NH_M2_E1_49_11"
"00NH"	"P56cor2-CTXsbf-sastv21_00NH_Astrocytes.tsv"	"00NH_M2_E1"	49	12	-2895.79	-27080.05	0.614198574540407	"CTX S-BF L5"	"Astrocytes"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	10	"Chrdl1"	"00NH_M2_E1_49_12"
"00NH"	"P56cor2-CTXsbf-sastv21_00NH_Astrocytes.tsv"	"00NH_M2_E1"	49	13	-3070.59	-27096.76	0.732047487753095	"CTX S-BF L5"	"Astrocytes"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	7	"Chrdl1"	"00NH_M2_E1_49_13"
"00NH"	"P56cor2-CTXsbf-sastv21_00NH_Astrocytes.tsv"	"00NH_M2_E1"	49	14	-3007.79	-27108.39	0.684837233138523	"CTX S-BF L5"	"Astrocytes"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	16	"Chrdl1"	"00NH_M2_E1_49_14"
"00NH"	"P56cor2-CTXsbf-sastv21_00NH_Astrocytes.tsv"	"00NH_M2_E1"	49	15	-2888.21	-27138.71	0.590481973584661	"CTX S-BF L5"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	41	"Chrdl1"	"00NH_M2_E1_49_15"
"00NH"	"P56cor2-CTXsbf-sastv21_00NH_Astrocytes.tsv"	"00NH_M2_E1"	49	16	-2909.06	-27158.68	0.598567420447441	"CTX S-BF L5"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	4	"Chrdl1"	"00NH_M2_E1_49_16"
"00NH"	"P56cor2-CTXsbf-sastv21_00NH_Astrocytes.tsv"	"00NH_M2_E1"	50	1	-2725.96	-26885.71	0.550584407445062	"CTX S-BF L5"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	17	"Chrdl1"	"00NH_M2_E1_50_1"
"00NH"	"P56cor2-CTXsbf-sastv21_00NH_Astrocytes.tsv"	"00NH_M2_E1"	50	2	-2662.06	-26891.82	0.501749709627045	"CTX S-BF L4"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	36	"Chrdl1"	"00NH_M2_E1_50_2"
"00NH"	"P56cor2-CTXsbf-sastv21_00NH_Astrocytes.tsv"	"00NH_M2_E1"	50	3	-2812.85	-26899.02	0.61036130658278	"CTX S-BF L5"	"Astrocytes"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	0	"Chrdl1"	"00NH_M2_E1_50_3"
"00NH"	"P56cor2-CTXsbf-sastv21_00NH_Astrocytes.tsv"	"00NH_M2_E1"	50	4	-2615.89	-26904.51	0.464007588730934	"CTX S-BF L4"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	13	"Chrdl1"	"00NH_M2_E1_50_4"
"00NH"	"P56cor2-CTXsbf-sastv21_00NH_Astrocytes.tsv"	"00NH_M2_E1"	50	5	-2760.88	-26921.23	0.565819911605195	"CTX S-BF L5"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	35	"Chrdl1"	"00NH_M2_E1_50_5"
"00NH"	"P56cor2-CTXsbf-sastv21_00NH_Astrocytes.tsv"	"00NH_M2_E1"	50	6	-2621.59	-26929.19	0.461162652666751	"CTX S-BF L4"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	12	"Chrdl1"	"00NH_M2_E1_50_6"
"00NH"	"P56cor2-CTXsbf-sastv21_00NH_Astrocytes.tsv"	"00NH_M2_E1"	50	7	-2616.89	-26963.92	0.447816247089663	"CTX S-BF L4"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	18	"Chrdl1"	"00NH_M2_E1_50_7"
"00NH"	"P56cor2-CTXsbf-sastv21_00NH_Astrocytes.tsv"	"00NH_M2_E1"	50	8	-2708.37	-26967.11	0.513907870997683	"CTX S-BF L4"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	36	"Chrdl1"	"00NH_M2_E1_50_8"
"00NH"	"P56cor2-CTXsbf-sastv21_00NH_Astrocytes.tsv"	"00NH_M2_E1"	50	9	-2837	-26984.53	0.601533918713983	"CTX S-BF L5"	"Astrocytes"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	20	"Chrdl1"	"00NH_M2_E1_50_9"
"00NH"	"P56cor2-CTXsbf-sastv21_00NH_Astrocytes.tsv"	"00NH_M2_E1"	50	10	-2773.51	-26995.15	0.552376902846493	"CTX S-BF L5"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	40	"Chrdl1"	"00NH_M2_E1_50_10"
"00NH"	"P56cor2-CTXsbf-sastv21_00NH_Astrocytes.tsv"	"00NH_M2_E1"	50	11	-2850.41	-27055.87	0.589046368621288	"CTX S-BF L5"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	16	"Chrdl1"	"00NH_M2_E1_50_11"
"00NH"	"P56cor2-CTXsbf-sastv21_00NH_Astrocytes.tsv"	"00NH_M2_E1"	50	12	-2602.52	-27055.33	0.410080353333348	"CTX S-BF L4"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	19	"Chrdl1"	"00NH_M2_E1_50_12"
"00NH"	"P56cor2-CTXsbf-sastv21_00NH_Astrocytes.tsv"	"00NH_M2_E1"	50	13	-2739.06	-27067.99	0.505000926556865	"CTX S-BF L4"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	37	"Chrdl1"	"00NH_M2_E1_50_13"
"00NH"	"P56cor2-CTXsbf-sastv21_00NH_Astrocytes.tsv"	"00NH_M2_E1"	50	15	-2842.94	-27121.6	0.563341826978784	"CTX S-BF L5"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	25	"Chrdl1"	"00NH_M2_E1_50_15"
"00NH"	"P56cor2-CTXsbf-sastv21_00NH_Astrocytes.tsv"	"00NH_M2_E1"	51	1	-2253.6	-26896.33	0.195323497391206	"CTX S-BF L2-3"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	29	"Chrdl1"	"00NH_M2_E1_51_1"
"00NH"	"P56cor2-CTXsbf-sastv21_00NH_Astrocytes.tsv"	"00NH_M2_E1"	51	2	-2361.95	-26940.23	0.265090743742009	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	32	"Chrdl1"	"00NH_M2_E1_51_2"
"00NH"	"P56cor2-CTXsbf-sastv21_00NH_Astrocytes.tsv"	"00NH_M2_E1"	51	3	-2429.08	-26939.39	0.315516675133758	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	31	"Chrdl1"	"00NH_M2_E1_51_3"
"00NH"	"P56cor2-CTXsbf-sastv21_00NH_Astrocytes.tsv"	"00NH_M2_E1"	51	4	-2376.02	-26946.92	0.273822958187667	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	18	"Chrdl1"	"00NH_M2_E1_51_4"
"00NH"	"P56cor2-CTXsbf-sastv21_00NH_Astrocytes.tsv"	"00NH_M2_E1"	51	5	-2463.09	-26952.83	0.33712826615168	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	34	"Chrdl1"	"00NH_M2_E1_51_5"
"00NH"	"P56cor2-CTXsbf-sastv21_00NH_Astrocytes.tsv"	"00NH_M2_E1"	51	6	-2328.87	-26976.03	0.230669287348538	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	24	"Chrdl1"	"00NH_M2_E1_51_6"
"00NH"	"P56cor2-CTXsbf-sastv21_00NH_Astrocytes.tsv"	"00NH_M2_E1"	51	7	-2449.87	-26996.35	0.315314911726606	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	44	"Chrdl1"	"00NH_M2_E1_51_7"
"00NH"	"P56cor2-CTXsbf-sastv21_00NH_Astrocytes.tsv"	"00NH_M2_E1"	51	8	-2485.54	-27019.81	0.33529011104841	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	40	"Chrdl1"	"00NH_M2_E1_51_8"
"00NH"	"P56cor2-CTXsbf-sastv21_00NH_Astrocytes.tsv"	"00NH_M2_E1"	51	9	-2346.63	-27047.67	0.224701771693816	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	19	"Chrdl1"	"00NH_M2_E1_51_9"
"00NH"	"P56cor2-CTXsbf-sastv21_00NH_Astrocytes.tsv"	"00NH_M2_E1"	51	10	-2314.48	-27048.44	0.200551246052904	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	15	"Chrdl1"	"00NH_M2_E1_51_10"
"00NH"	"P56cor2-CTXsbf-sastv21_00NH_Astrocytes.tsv"	"00NH_M2_E1"	51	11	-2330.86	-27050.66	0.212164997056004	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	38	"Chrdl1"	"00NH_M2_E1_51_11"
"00NH"	"P56cor2-CTXsbf-sastv21_00NH_Astrocytes.tsv"	"00NH_M2_E1"	51	12	-2301.23	-27056.75	0.1884685089975	"CTX S-BF L2-3"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	17	"Chrdl1"	"00NH_M2_E1_51_12"
"00NH"	"P56cor2-CTXsbf-sastv21_00NH_Astrocytes.tsv"	"00NH_M2_E1"	51	13	-2316.26	-27124.37	0.181056977238062	"CTX S-BF L2-3"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	16	"Chrdl1"	"00NH_M2_E1_51_13"
"00NH"	"P56cor2-CTXsbf-sastv21_00NH_Astrocytes.tsv"	"00NH_M2_E1"	51	14	-2518.52	-27136.99	0.324366852919317	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	16	"Chrdl1"	"00NH_M2_E1_51_14"
"00NH"	"P56cor2-CTXsbf-sastv21_00NH_Astrocytes.tsv"	"00NH_M2_E1"	51	15	-2508.19	-27162.2	0.309268503924838	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	35	"Chrdl1"	"00NH_M2_E1_51_15"
"00NH"	"P56cor2-CTXsbf-sastv21_00NH_Astrocytes.tsv"	"00NH_M2_E1"	51	16	-2287.5	-27160.8	0.14922838544218	"CTX S-BF L2-3"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	33	"Chrdl1"	"00NH_M2_E1_51_16"
"00NH"	"P56cor2-CTXsbf-sastv21_00NH_Astrocytes.tsv"	"00NH_M2_E1"	51	17	-2413.2	-27166.08	0.239159687707799	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	7	"Chrdl1"	"00NH_M2_E1_51_17"
"00NH"	"P56cor2-CTXsbf-sastv21_00NH_Astrocytes.tsv"	"00NH_M2_E1"	51	18	-2285.23	-27096.29	0.166127653147966	"CTX S-BF L2-3"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	40	"Chrdl1"	"00NH_M2_E1_51_18"
"00NH"	"P56cor2-CTXsbf-sastv21_00NH_Astrocytes.tsv"	"00NH_M2_E1"	51	19	-2291.69	-27025.63	0.189595342494754	"CTX S-BF L2-3"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	37	"Chrdl1"	"00NH_M2_E1_51_19"
"00NH"	"P56cor2-CTXsbf-sastv21_00NH_Astrocytes.tsv"	"00NH_M2_E1"	52	1	-2227.79	-26874.57	0.181594667979934	"CTX S-BF L2-3"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	19	"Chrdl1"	"00NH_M2_E1_52_1"
"00NH"	"P56cor2-CTXsbf-sastv21_00NH_Astrocytes.tsv"	"00NH_M2_E1"	52	3	-2249.06	-26902	0.190380425492568	"CTX S-BF L2-3"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	20	"Chrdl1"	"00NH_M2_E1_52_3"
"00NH"	"P56cor2-CTXsbf-sastv21_00NH_Astrocytes.tsv"	"00NH_M2_E1"	52	4	-2086.57	-26898.64	0.0679351286852704	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	19	"Chrdl1"	"00NH_M2_E1_52_4"
"00NH"	"P56cor2-CTXsbf-sastv21_00NH_Astrocytes.tsv"	"00NH_M2_E1"	52	5	-2077.7	-26917.92	0.0561865335228837	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	15	"Chrdl1"	"00NH_M2_E1_52_5"
"00NH"	"P56cor2-CTXsbf-sastv21_00NH_Astrocytes.tsv"	"00NH_M2_E1"	52	6	-2107.07	-26957.54	0.0682866313969752	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	22	"Chrdl1"	"00NH_M2_E1_52_6"
"00NH"	"P56cor2-CTXsbf-sastv21_00NH_Astrocytes.tsv"	"00NH_M2_E1"	52	7	-2124.46	-27014.74	0.0667222286458738	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	16	"Chrdl1"	"00NH_M2_E1_52_7"
"00NH"	"P56cor2-CTXsbf-sastv21_00NH_Astrocytes.tsv"	"00NH_M2_E1"	52	8	-2228	-27026.18	0.141745022461931	"CTX S-BF L2-3"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	24	"Chrdl1"	"00NH_M2_E1_52_8"
"00NH"	"P56cor2-CTXsbf-sastv21_00NH_Astrocytes.tsv"	"00NH_M2_E1"	52	9	-2160.28	-27087.83	0.0749313212349253	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	19	"Chrdl1"	"00NH_M2_E1_52_9"
"00NH"	"P56cor2-CTXsbf-sastv21_00NH_Astrocytes.tsv"	"00NH_M2_E1"	52	10	-2162.11	-27126.69	0.0663600648645936	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	12	"Chrdl1"	"00NH_M2_E1_52_10"
"00NH"	"P56cor2-CTXsbf-sastv21_00NH_Astrocytes.tsv"	"00NH_M2_E1"	52	11	-2127.56	-27127.49	0.0402729210405484	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	8	"Chrdl1"	"00NH_M2_E1_52_11"
"00NH"	"P56cor2-CTXsbf-sastv21_00NH_Astrocytes.tsv"	"00NH_M2_E1"	52	12	-2206.53	-27132.99	0.0979407754984934	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	33	"Chrdl1"	"00NH_M2_E1_52_12"
"00NH"	"P56cor2-CTXsbf-sastv21_00NH_Astrocytes.tsv"	"00NH_M2_E1"	53	1	-2357.72	-27187.54	0.192410550138253	"CTX S-BF L2-3"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	17	"Chrdl1"	"00NH_M2_E1_53_1"
"00NH"	"P56cor2-CTXsbf-sastv21_00NH_Astrocytes.tsv"	"00NH_M2_E1"	53	2	-2276.65	-27187.36	0.133430936288455	"CTX S-BF L2-3"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	20	"Chrdl1"	"00NH_M2_E1_53_2"
"00NH"	"P56cor2-CTXsbf-sastv21_00NH_Astrocytes.tsv"	"00NH_M2_E1"	53	4	-2486.31	-27306.9	0.250038546237119	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	23	"Chrdl1"	"00NH_M2_E1_53_4"
"00NH"	"P56cor2-CTXsbf-sastv21_00NH_Astrocytes.tsv"	"00NH_M2_E1"	53	5	-2532.48	-27319.59	0.279451720692884	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	53	"Chrdl1"	"00NH_M2_E1_53_5"
"00NH"	"P56cor2-CTXsbf-sastv21_00NH_Astrocytes.tsv"	"00NH_M2_E1"	53	6	-2339.71	-27331.38	0.13667023033337	"CTX S-BF L2-3"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	35	"Chrdl1"	"00NH_M2_E1_53_6"
"00NH"	"P56cor2-CTXsbf-sastv21_00NH_Astrocytes.tsv"	"00NH_M2_E1"	53	7	-2291.03	-27371.06	0.0896980302196965	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	30	"Chrdl1"	"00NH_M2_E1_53_7"
"00NH"	"P56cor2-CTXsbf-sastv21_00NH_Astrocytes.tsv"	"00NH_M2_E1"	53	8	-2414.41	-27375.71	0.177561299958354	"CTX S-BF L2-3"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	47	"Chrdl1"	"00NH_M2_E1_53_8"
"00NH"	"P56cor2-CTXsbf-sastv21_00NH_Astrocytes.tsv"	"00NH_M2_E1"	53	9	-2352.11	-27394.39	0.12705506836109	"CTX S-BF L2-3"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	38	"Chrdl1"	"00NH_M2_E1_53_9"
"00NH"	"P56cor2-CTXsbf-sastv21_00NH_Astrocytes.tsv"	"00NH_M2_E1"	53	10	-2266.56	-27415.69	0.0588891922620632	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	14	"Chrdl1"	"00NH_M2_E1_53_10"
"00NH"	"P56cor2-CTXsbf-sastv21_00NH_Astrocytes.tsv"	"00NH_M2_E1"	53	11	-2422.33	-27422.2	0.168474190354067	"CTX S-BF L2-3"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	50	"Chrdl1"	"00NH_M2_E1_53_11"
