"slide"	"analysis"	"file"	"Field"	"ObjectNo"	"PositionX_m"	"PositionY_m"	"normalisedDepth"	"layer"	"ctxdepthInterval"	"area"	"channel"	"spotcounts"	"genes"	"cell.id"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	728	21	4414.28	1392.46	0.686466110258186	"L5"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	1	"Id1"	"009I_M5b_E3_Astrocytes_728_21"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	728	23	4387.7	1346.6	0.647768714180081	"L5"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	0	"Id1"	"009I_M5b_E3_Astrocytes_728_23"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	728	24	4348.61	1347.52	0.619420687557853	"L5"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	0	"Id1"	"009I_M5b_E3_Astrocytes_728_24"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	728	25	4406.24	1342.28	0.659420627770177	"L5"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	0	"Id1"	"009I_M5b_E3_Astrocytes_728_25"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	728	27	4533.04	1333.46	0.743295207732325	"L5"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	0	"Id1"	"009I_M5b_E3_Astrocytes_728_27"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	758	1	4404.97	1340.27	0.657634645550911	"L5"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	2	"Id1"	"009I_M5b_E3_Astrocytes_758_1"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	758	2	4387.78	1332.63	0.641925701312957	"L5"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	1	"Id1"	"009I_M5b_E3_Astrocytes_758_2"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	758	4	4411.2	1309.11	0.648098684519732	"L5"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	10	"Id1"	"009I_M5b_E3_Astrocytes_758_4"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	758	8	4417.48	1255.55	0.628427685412984	"L5"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	0	"Id1"	"009I_M5b_E3_Astrocytes_758_8"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	758	10	4416.04	1219.6	0.611742144733813	"L5"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	0	"Id1"	"009I_M5b_E3_Astrocytes_758_10"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	758	13	4474.42	1174.38	0.632254833211436	"L5"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	0	"Id1"	"009I_M5b_E3_Astrocytes_758_13"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	758	14	4420.04	1179.17	0.597123899692841	"L5"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	0	"Id1"	"009I_M5b_E3_Astrocytes_758_14"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	758	15	4421.79	1159.94	0.590152483825665	"L5"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	1	"Id1"	"009I_M5b_E3_Astrocytes_758_15"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	758	19	4448.26	1096.2	0.581457952658304	"L5"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	0	"Id1"	"009I_M5b_E3_Astrocytes_758_19"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	690	26	4398.52	1940.27	0.931692522192453	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	4	"Id1"	"009I_M5b_E3_Astrocytes_690_26"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	819	1	4348.14	104.8	0.084031531761873	"L1"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	0	"Id1"	"009I_M5b_E3_Astrocytes_819_1"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	819	2	4384.44	79.23	0.0918006982574276	"L1"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	1	"Id1"	"009I_M5b_E3_Astrocytes_819_2"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	819	3	4248.05	77.5	0.0143612185287638	"L1"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	4	"Id1"	"009I_M5b_E3_Astrocytes_819_3"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	819	4	4287.94	51.68	0.0244037894138649	"L1"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	9	"Id1"	"009I_M5b_E3_Astrocytes_819_4"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	819	5	4439.26	21.3	0.0940591124816561	"L1"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	3	"Id1"	"009I_M5b_E3_Astrocytes_819_5"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	789	1	5030.87	734.29	0.770644611071159	"L5"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	0	"Id1"	"009I_M5b_E3_Astrocytes_789_1"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	789	2	5146.01	733.52	0.828182422360143	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	3	"Id1"	"009I_M5b_E3_Astrocytes_789_2"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	789	3	4995.87	732.07	0.751139430883432	"L5"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	4	"Id1"	"009I_M5b_E3_Astrocytes_789_3"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	789	4	5087.7	704.68	0.783567584585489	"L5"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	2	"Id1"	"009I_M5b_E3_Astrocytes_789_4"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	789	6	5040.87	694.66	0.75463132745442	"L5"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	1	"Id1"	"009I_M5b_E3_Astrocytes_789_6"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	789	8	5013.42	687.49	0.736901862875615	"L5"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	0	"Id1"	"009I_M5b_E3_Astrocytes_789_8"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	789	9	5000.85	690.76	0.732273428195744	"L5"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	0	"Id1"	"009I_M5b_E3_Astrocytes_789_9"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	789	11	4974.57	678.73	0.712459383397411	"L5"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	1	"Id1"	"009I_M5b_E3_Astrocytes_789_11"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	789	13	5069.63	649.16	0.744827078246389	"L5"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	12	"Id1"	"009I_M5b_E3_Astrocytes_789_13"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	789	14	5001.37	642.38	0.706720280195206	"L5"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	10	"Id1"	"009I_M5b_E3_Astrocytes_789_14"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	789	15	4968.45	633.81	0.685401460740656	"L5"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	0	"Id1"	"009I_M5b_E3_Astrocytes_789_15"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	789	16	5009.18	632.49	0.705431273440593	"L5"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	0	"Id1"	"009I_M5b_E3_Astrocytes_789_16"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	789	19	4999.75	576.16	0.67086528308264	"L5"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	0	"Id1"	"009I_M5b_E3_Astrocytes_789_19"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	764	1	4637.98	1039.8	0.682935614573641	"L5"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	0	"Id1"	"009I_M5b_E3_Astrocytes_764_1"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	764	2	4557.69	996.63	0.612010452087473	"L5"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	1	"Id1"	"009I_M5b_E3_Astrocytes_764_2"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	764	3	4674.84	949.68	0.666834901886173	"L5"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	3	"Id1"	"009I_M5b_E3_Astrocytes_764_3"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	764	4	4728.35	886.55	0.672003858450305	"L5"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	0	"Id1"	"009I_M5b_E3_Astrocytes_764_4"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	764	5	4687.48	809.62	0.611433289820346	"L5"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	3	"Id1"	"009I_M5b_E3_Astrocytes_764_5"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	764	8	4743.64	741.18	0.615242917163218	"L5"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	2	"Id1"	"009I_M5b_E3_Astrocytes_764_8"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	762	12	3897.35	876.16	0.10797015378561	"L1"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	1	"Id1"	"009I_M5b_E3_Astrocytes_762_12"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	762	16	3902.55	805.85	0.0889058182540929	"L1"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	1	"Id1"	"009I_M5b_E3_Astrocytes_762_16"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	720	8	4595.3	1741.88	0.973225369496269	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	12	"Id1"	"009I_M5b_E3_Astrocytes_720_8"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	720	10	4607.36	1673.16	0.950757924793352	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	1	"Id1"	"009I_M5b_E3_Astrocytes_720_10"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	720	11	4642.73	1670.37	0.975339898888682	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	6	"Id1"	"009I_M5b_E3_Astrocytes_720_11"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	720	12	4652.28	1660.52	0.977817638854845	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	5	"Id1"	"009I_M5b_E3_Astrocytes_720_12"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	720	13	4672.75	1639.34	0.983074016159259	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	2	"Id1"	"009I_M5b_E3_Astrocytes_720_13"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	761	1	3709.05	1035.99	0.0172756041897746	"L1"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	17	"Id1"	"009I_M5b_E3_Astrocytes_761_1"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	761	2	3727.6	1009.78	0.0221552288879842	"L1"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	24	"Id1"	"009I_M5b_E3_Astrocytes_761_2"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	761	3	3729.99	998.51	0.0199626102572347	"L1"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	9	"Id1"	"009I_M5b_E3_Astrocytes_761_3"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	761	5	3797.66	941.09	0.0536872466513953	"L1"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	6	"Id1"	"009I_M5b_E3_Astrocytes_761_5"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	761	7	3798	902.04	0.0413725393907179	"L1"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	14	"Id1"	"009I_M5b_E3_Astrocytes_761_7"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	761	9	3895.27	875.96	0.10635478548367	"L1"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	0	"Id1"	"009I_M5b_E3_Astrocytes_761_9"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	761	10	3870.72	875.32	0.0878025325172173	"L1"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	0	"Id1"	"009I_M5b_E3_Astrocytes_761_10"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	761	11	3795.17	838.9	0.0191820563893876	"L1"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	1	"Id1"	"009I_M5b_E3_Astrocytes_761_11"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	761	12	3901.66	806.48	0.0884531431597632	"L1"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	2	"Id1"	"009I_M5b_E3_Astrocytes_761_12"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	761	13	3820.15	779.22	0.0193819978414086	"L1"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	3	"Id1"	"009I_M5b_E3_Astrocytes_761_13"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	793	3	3912.18	665.33	0.0443091283883708	"L1"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	4	"Id1"	"009I_M5b_E3_Astrocytes_793_3"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	793	5	3892.7	639.06	0.0205749666023536	"L1"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	3	"Id1"	"009I_M5b_E3_Astrocytes_793_5"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	793	6	3900.09	628.44	0.0213976964377964	"L1"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	10	"Id1"	"009I_M5b_E3_Astrocytes_793_6"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	793	7	3908.65	608.83	0.0194631750365399	"L1"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	12	"Id1"	"009I_M5b_E3_Astrocytes_793_7"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	793	8	3974.2	594.73	0.0582784745819226	"L1"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	0	"Id1"	"009I_M5b_E3_Astrocytes_793_8"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	793	10	3977.51	498.48	0.0226425083479255	"L1"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	7	"Id1"	"009I_M5b_E3_Astrocytes_793_10"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	793	12	3971.37	561.87	0.0433843891736161	"L1"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	12	"Id1"	"009I_M5b_E3_Astrocytes_793_12"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	729	1	4672.87	1638.09	0.982593693304194	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	5	"Id1"	"009I_M5b_E3_Astrocytes_729_1"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	729	2	4577.67	1633.89	0.911280802385024	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	2	"Id1"	"009I_M5b_E3_Astrocytes_729_2"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	729	4	4664.11	1614.34	0.965488901015917	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	4	"Id1"	"009I_M5b_E3_Astrocytes_729_4"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	729	6	4649.3	1544.94	0.923667822944836	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	0	"Id1"	"009I_M5b_E3_Astrocytes_729_6"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	729	8	4725.27	1545.77	0.977877639106009	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	9	"Id1"	"009I_M5b_E3_Astrocytes_729_8"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	729	13	4784.66	1480.54	0.983444971006923	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	9	"Id1"	"009I_M5b_E3_Astrocytes_729_13"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	729	14	4691.36	1462.68	0.912787885840923	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	2	"Id1"	"009I_M5b_E3_Astrocytes_729_14"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	729	15	4600.73	1459.31	0.850193362256812	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	1	"Id1"	"009I_M5b_E3_Astrocytes_729_15"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	729	16	4730.8	1455.31	0.935222819999598	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	8	"Id1"	"009I_M5b_E3_Astrocytes_729_16"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	729	18	4807.56	1387.31	0.951400056058191	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	8	"Id1"	"009I_M5b_E3_Astrocytes_729_18"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	729	19	4858.37	1354.98	0.967986769340939	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	2	"Id1"	"009I_M5b_E3_Astrocytes_729_19"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	729	20	4786.1	1344.31	0.91648454077151	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	1	"Id1"	"009I_M5b_E3_Astrocytes_729_20"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	795	11	4256.89	302.32	0.117689302420438	"L1"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	1	"Id1"	"009I_M5b_E3_Astrocytes_795_11"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	795	14	4317.33	240.37	0.13062860727873	"L1"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	0	"Id1"	"009I_M5b_E3_Astrocytes_795_14"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	795	17	4259.18	207.13	0.0802940194165807	"L1"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	0	"Id1"	"009I_M5b_E3_Astrocytes_795_17"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	795	18	4377.16	176.88	0.135630867039651	"L1"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	0	"Id1"	"009I_M5b_E3_Astrocytes_795_18"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	795	20	4432.49	127.65	0.142080853341991	"L1"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	3	"Id1"	"009I_M5b_E3_Astrocytes_795_20"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	756	4	4917.32	1274.67	0.96807601598561	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	1	"Id1"	"009I_M5b_E3_Astrocytes_756_4"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	756	5	4904.83	1274.68	0.960126429967872	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	6	"Id1"	"009I_M5b_E3_Astrocytes_756_5"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	756	6	4862.36	1269.22	0.930413963658767	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	6	"Id1"	"009I_M5b_E3_Astrocytes_756_6"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	756	9	4960.37	1237.23	0.977874551933448	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	8	"Id1"	"009I_M5b_E3_Astrocytes_756_9"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	756	10	4887.48	1238.97	0.932592698709784	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	1	"Id1"	"009I_M5b_E3_Astrocytes_756_10"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	756	11	4927.08	1231.8	0.954385327466444	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	6	"Id1"	"009I_M5b_E3_Astrocytes_756_11"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	756	13	4970.67	1189.16	0.962042439411286	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	1	"Id1"	"009I_M5b_E3_Astrocytes_756_13"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	756	14	4985.02	1178.75	0.966220465336182	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	1	"Id1"	"009I_M5b_E3_Astrocytes_756_14"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	756	15	4958.75	1149.77	0.93641792687057	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	7	"Id1"	"009I_M5b_E3_Astrocytes_756_15"
