"slide"	"analysis"	"file"	"Field"	"ObjectNo"	"PositionX_m"	"PositionY_m"	"normalisedDepth"	"layer"	"ctxdepthInterval"	"area"	"channel"	"spotcounts"	"genes"	"cell.id"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	580	14	-4116.91	-24550.02	0.150329968261336	"L2-3"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	40	"Eogt"	"009H_M8b_E2_Astrocytes_580_14"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	580	15	-4182.02	-24564.32	0.184658287286958	"L2-3"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	42	"Eogt"	"009H_M8b_E2_Astrocytes_580_15"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	580	16	-4292.17	-24573.32	0.232222234720398	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	31	"Eogt"	"009H_M8b_E2_Astrocytes_580_16"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	580	17	-4366.4	-24602.96	0.278919814896889	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	26	"Eogt"	"009H_M8b_E2_Astrocytes_580_17"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	580	18	-4414.58	-24616.36	0.305378822034527	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	43	"Eogt"	"009H_M8b_E2_Astrocytes_580_18"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	580	19	-4224.94	-24627.67	0.242901524727814	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	33	"Eogt"	"009H_M8b_E2_Astrocytes_580_19"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	580	20	-4214.62	-24643.34	0.249135319451729	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	16	"Eogt"	"009H_M8b_E2_Astrocytes_580_20"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	580	22	-4261.32	-24659.63	0.278048493941857	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	39	"Eogt"	"009H_M8b_E2_Astrocytes_580_22"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	580	23	-4400.25	-24669.11	0.336163877571934	"L4"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	31	"Eogt"	"009H_M8b_E2_Astrocytes_580_23"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	580	24	-4153.51	-24697.77	0.26037920002955	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	32	"Eogt"	"009H_M8b_E2_Astrocytes_580_24"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	580	25	-4379.56	-24719.06	0.362601859496647	"L4"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	22	"Eogt"	"009H_M8b_E2_Astrocytes_580_25"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	580	26	-4255.04	-24726.7	0.319218454270501	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	42	"Eogt"	"009H_M8b_E2_Astrocytes_580_26"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	580	27	-4346.84	-24743.4	0.366572737092844	"L4"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	43	"Eogt"	"009H_M8b_E2_Astrocytes_580_27"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	615	1	-4036.14	-25308.82	0.541350086685007	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	28	"Eogt"	"009H_M8b_E2_Astrocytes_615_1"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	615	2	-3991.43	-25306.89	0.513964882648959	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	35	"Eogt"	"009H_M8b_E2_Astrocytes_615_2"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	615	6	-3992.12	-25377.35	0.54527921124942	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	20	"Eogt"	"009H_M8b_E2_Astrocytes_615_6"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	584	3	-3741.5	-24801.02	0.135353507843725	"L2-3"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	7	"Eogt"	"009H_M8b_E2_Astrocytes_584_3"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	584	6	-3850.73	-24881.67	0.234945454893906	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	35	"Eogt"	"009H_M8b_E2_Astrocytes_584_6"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	584	7	-3836.67	-24906.4	0.239185118194365	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	27	"Eogt"	"009H_M8b_E2_Astrocytes_584_7"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	584	8	-3736.15	-24902.22	0.181379188575961	"L2-3"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	27	"Eogt"	"009H_M8b_E2_Astrocytes_584_8"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	584	9	-3685.73	-24910.92	0.157653093672386	"L2-3"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	37	"Eogt"	"009H_M8b_E2_Astrocytes_584_9"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	584	11	-3856.76	-24993.34	0.292251884057614	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	41	"Eogt"	"009H_M8b_E2_Astrocytes_584_11"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	584	12	-3613.62	-25009.38	0.160849579065343	"L2-3"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	29	"Eogt"	"009H_M8b_E2_Astrocytes_584_12"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	584	13	-3720.29	-25032.4	0.235309285854735	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	23	"Eogt"	"009H_M8b_E2_Astrocytes_584_13"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	331	1	-3865.7	-17734.99	0.272926682449468	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	27	"Eogt"	"009H_M8b_E2_Astrocytes_331_1"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	331	2	-3985.96	-17763.32	0.355075036287218	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	29	"Eogt"	"009H_M8b_E2_Astrocytes_331_2"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	331	3	-3851.43	-17771.49	0.280445318389303	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	28	"Eogt"	"009H_M8b_E2_Astrocytes_331_3"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	331	5	-3983.14	-17827.4	0.382285683081702	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	19	"Eogt"	"009H_M8b_E2_Astrocytes_331_5"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	331	6	-4038.39	-17844.55	0.421933958029635	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	6	"Eogt"	"009H_M8b_E2_Astrocytes_331_6"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	331	7	-4050.49	-17854.77	0.433521519068317	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	25	"Eogt"	"009H_M8b_E2_Astrocytes_331_7"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	331	8	-3934.7	-17862.39	0.367172187552681	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	12	"Eogt"	"009H_M8b_E2_Astrocytes_331_8"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	331	9	-4012.47	-17886.49	0.424776283351804	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	19	"Eogt"	"009H_M8b_E2_Astrocytes_331_9"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	331	10	-3995.94	-17946.95	0.438210498034694	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	25	"Eogt"	"009H_M8b_E2_Astrocytes_331_10"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	331	12	-4034.58	-17983.47	0.476596203364296	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	5	"Eogt"	"009H_M8b_E2_Astrocytes_331_12"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	331	13	-4015.59	-17990.03	0.467414935922446	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	32	"Eogt"	"009H_M8b_E2_Astrocytes_331_13"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	331	14	-3974.84	-17992.51	0.443040060573456	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	14	"Eogt"	"009H_M8b_E2_Astrocytes_331_14"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	331	15	-3936.26	-18023.82	0.431311983400893	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	21	"Eogt"	"009H_M8b_E2_Astrocytes_331_15"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	331	16	-4057.47	-18025.87	0.507647756027466	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	5	"Eogt"	"009H_M8b_E2_Astrocytes_331_16"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	298	1	-4778.56	-16852.06	0.172805324423719	"L2-3"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	21	"Eogt"	"009H_M8b_E2_Astrocytes_298_1"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	298	2	-4889.45	-16856.05	0.200760304088786	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	37	"Eogt"	"009H_M8b_E2_Astrocytes_298_2"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	298	3	-4750.55	-16859.74	0.171422287249854	"L2-3"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	36	"Eogt"	"009H_M8b_E2_Astrocytes_298_3"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	298	5	-4837.6	-16911.61	0.226555036513526	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	23	"Eogt"	"009H_M8b_E2_Astrocytes_298_5"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	298	6	-4866.46	-16925.66	0.24267503970514	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	27	"Eogt"	"009H_M8b_E2_Astrocytes_298_6"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	298	7	-4855.96	-16936.81	0.247779930259995	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	9	"Eogt"	"009H_M8b_E2_Astrocytes_298_7"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	298	8	-4983.06	-16945.28	0.281688348999519	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	27	"Eogt"	"009H_M8b_E2_Astrocytes_298_8"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	298	9	-4794.14	-16961.34	0.249642210618643	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	20	"Eogt"	"009H_M8b_E2_Astrocytes_298_9"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	298	10	-4930.4	-16967.82	0.285627098381784	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	34	"Eogt"	"009H_M8b_E2_Astrocytes_298_10"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	298	11	-4730.95	-16968.62	0.23556862101383	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	46	"Eogt"	"009H_M8b_E2_Astrocytes_298_11"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	298	12	-4705.31	-17003.54	0.249405315569213	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	44	"Eogt"	"009H_M8b_E2_Astrocytes_298_12"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	298	13	-4998.4	-17025.58	0.339562395539743	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	9	"Eogt"	"009H_M8b_E2_Astrocytes_298_13"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	298	14	-4953.53	-17018.17	0.324887855567039	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	18	"Eogt"	"009H_M8b_E2_Astrocytes_298_14"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	298	15	-4763.72	-17077.49	0.314880781858655	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	32	"Eogt"	"009H_M8b_E2_Astrocytes_298_15"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	298	16	-4997.03	-17093.95	0.38581123210097	"L4"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	8	"Eogt"	"009H_M8b_E2_Astrocytes_298_16"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	298	17	-4707.05	-17141.87	0.337358760388852	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	22	"Eogt"	"009H_M8b_E2_Astrocytes_298_17"
"009I"	"P56cor-CTXsbf-sastv20_009I_Astrocytes.tsv"	"009I_M4b_E2_Astrocytes"	967	1	-4244.47	-26936.96	0.457840998065253	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	3	"Gfap"	"009I_M4b_E2_Astrocytes_967_1"
"009I"	"P56cor-CTXsbf-sastv20_009I_Astrocytes.tsv"	"009I_M4b_E2_Astrocytes"	967	2	-4278.21	-26951.85	0.48567409245155	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	1	"Gfap"	"009I_M4b_E2_Astrocytes_967_2"
"009I"	"P56cor-CTXsbf-sastv20_009I_Astrocytes.tsv"	"009I_M4b_E2_Astrocytes"	967	4	-4242.34	-26986.78	0.475317383721552	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	0	"Gfap"	"009I_M4b_E2_Astrocytes_967_4"
"009I"	"P56cor-CTXsbf-sastv20_009I_Astrocytes.tsv"	"009I_M4b_E2_Astrocytes"	677	1	-4492.74	-19461.49	0.518383385559871	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	0	"Gfap"	"009I_M4b_E2_Astrocytes_677_1"
"009I"	"P56cor-CTXsbf-sastv20_009I_Astrocytes.tsv"	"009I_M4b_E2_Astrocytes"	677	2	-4459.18	-19463.86	0.504924618766852	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	6	"Gfap"	"009I_M4b_E2_Astrocytes_677_2"
"009I"	"P56cor-CTXsbf-sastv20_009I_Astrocytes.tsv"	"009I_M4b_E2_Astrocytes"	677	3	-4448.63	-19468.01	0.502559711168973	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	7	"Gfap"	"009I_M4b_E2_Astrocytes_677_3"
"009I"	"P56cor-CTXsbf-sastv20_009I_Astrocytes.tsv"	"009I_M4b_E2_Astrocytes"	677	4	-4423.82	-19494.2	0.505939067956355	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	4	"Gfap"	"009I_M4b_E2_Astrocytes_677_4"
"009I"	"P56cor-CTXsbf-sastv20_009I_Astrocytes.tsv"	"009I_M4b_E2_Astrocytes"	677	5	-4477.86	-19512.15	0.541041161833339	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	26	"Gfap"	"009I_M4b_E2_Astrocytes_677_5"
"009I"	"P56cor-CTXsbf-sastv20_009I_Astrocytes.tsv"	"009I_M4b_E2_Astrocytes"	677	6	-4306.64	-19550.13	0.480523023474945	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	0	"Gfap"	"009I_M4b_E2_Astrocytes_677_6"
"009I"	"P56cor-CTXsbf-sastv20_009I_Astrocytes.tsv"	"009I_M4b_E2_Astrocytes"	677	7	-4431.97	-19557.35	0.544369172977593	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	2	"Gfap"	"009I_M4b_E2_Astrocytes_677_7"
"009I"	"P56cor-CTXsbf-sastv20_009I_Astrocytes.tsv"	"009I_M4b_E2_Astrocytes"	677	8	-4382.25	-19557.18	0.52037367148467	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	0	"Gfap"	"009I_M4b_E2_Astrocytes_677_8"
"009I"	"P56cor-CTXsbf-sastv20_009I_Astrocytes.tsv"	"009I_M4b_E2_Astrocytes"	677	9	-4458.6	-19563.26	0.560436297837723	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	0	"Gfap"	"009I_M4b_E2_Astrocytes_677_9"
"009I"	"P56cor-CTXsbf-sastv20_009I_Astrocytes.tsv"	"009I_M4b_E2_Astrocytes"	677	10	-4319.21	-19569.39	0.496892364750062	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	1	"Gfap"	"009I_M4b_E2_Astrocytes_677_10"
"009I"	"P56cor-CTXsbf-sastv20_009I_Astrocytes.tsv"	"009I_M4b_E2_Astrocytes"	677	11	-4268.63	-19563.21	0.468222852155499	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	0	"Gfap"	"009I_M4b_E2_Astrocytes_677_11"
"009I"	"P56cor-CTXsbf-sastv20_009I_Astrocytes.tsv"	"009I_M4b_E2_Astrocytes"	677	13	-4359.6	-19642.21	0.554703216075265	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	0	"Gfap"	"009I_M4b_E2_Astrocytes_677_13"
"009I"	"P56cor-CTXsbf-sastv20_009I_Astrocytes.tsv"	"009I_M4b_E2_Astrocytes"	892	5	-5140.59	-25541.6	0.133091899806936	"L2-3"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	3	"Gfap"	"009I_M4b_E2_Astrocytes_892_5"
"009I"	"P56cor-CTXsbf-sastv20_009I_Astrocytes.tsv"	"009I_M4b_E2_Astrocytes"	892	6	-5164.67	-25546.79	0.142919948145706	"L2-3"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	14	"Gfap"	"009I_M4b_E2_Astrocytes_892_6"
"009I"	"P56cor-CTXsbf-sastv20_009I_Astrocytes.tsv"	"009I_M4b_E2_Astrocytes"	892	7	-5147.17	-25559.25	0.146663934419724	"L2-3"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	2	"Gfap"	"009I_M4b_E2_Astrocytes_892_7"
"009I"	"P56cor-CTXsbf-sastv20_009I_Astrocytes.tsv"	"009I_M4b_E2_Astrocytes"	892	8	-5105.6	-25564.58	0.139286490184908	"L2-3"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	0	"Gfap"	"009I_M4b_E2_Astrocytes_892_8"
"009I"	"P56cor-CTXsbf-sastv20_009I_Astrocytes.tsv"	"009I_M4b_E2_Astrocytes"	892	9	-4960.74	-25598.55	0.1240000698692	"L2-3"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	3	"Gfap"	"009I_M4b_E2_Astrocytes_892_9"
"009I"	"P56cor-CTXsbf-sastv20_009I_Astrocytes.tsv"	"009I_M4b_E2_Astrocytes"	892	10	-4964.68	-25615.68	0.136450376471847	"L2-3"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	4	"Gfap"	"009I_M4b_E2_Astrocytes_892_10"
"009I"	"P56cor-CTXsbf-sastv20_009I_Astrocytes.tsv"	"009I_M4b_E2_Astrocytes"	892	11	-5225.02	-25662.38	0.236448391612926	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	1	"Gfap"	"009I_M4b_E2_Astrocytes_892_11"
"009I"	"P56cor-CTXsbf-sastv20_009I_Astrocytes.tsv"	"009I_M4b_E2_Astrocytes"	892	12	-5189.53	-25702.68	0.253967355839423	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	0	"Gfap"	"009I_M4b_E2_Astrocytes_892_12"
"009I"	"P56cor-CTXsbf-sastv20_009I_Astrocytes.tsv"	"009I_M4b_E2_Astrocytes"	892	13	-5152.53	-25717.22	0.253820073204357	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	2	"Gfap"	"009I_M4b_E2_Astrocytes_892_13"
"009I"	"P56cor-CTXsbf-sastv20_009I_Astrocytes.tsv"	"009I_M4b_E2_Astrocytes"	892	14	-5075.34	-25718.37	0.234064293588501	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	5	"Gfap"	"009I_M4b_E2_Astrocytes_892_14"
"009I"	"P56cor-CTXsbf-sastv20_009I_Astrocytes.tsv"	"009I_M4b_E2_Astrocytes"	940	1	-4401.47	-26614.66	0.428500052156052	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	5	"Gfap"	"009I_M4b_E2_Astrocytes_940_1"
"009I"	"P56cor-CTXsbf-sastv20_009I_Astrocytes.tsv"	"009I_M4b_E2_Astrocytes"	940	2	-4324.88	-26620.82	0.386011619937374	"L4"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	1	"Gfap"	"009I_M4b_E2_Astrocytes_940_2"
"009I"	"P56cor-CTXsbf-sastv20_009I_Astrocytes.tsv"	"009I_M4b_E2_Astrocytes"	940	3	-4407.23	-26629.89	0.4386871931465	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	14	"Gfap"	"009I_M4b_E2_Astrocytes_940_3"
"009I"	"P56cor-CTXsbf-sastv20_009I_Astrocytes.tsv"	"009I_M4b_E2_Astrocytes"	940	4	-4514.59	-26636.81	0.504714360176906	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	4	"Gfap"	"009I_M4b_E2_Astrocytes_940_4"
"009I"	"P56cor-CTXsbf-sastv20_009I_Astrocytes.tsv"	"009I_M4b_E2_Astrocytes"	940	5	-4438.2	-26645.63	0.463937119769062	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	9	"Gfap"	"009I_M4b_E2_Astrocytes_940_5"
"009I"	"P56cor-CTXsbf-sastv20_009I_Astrocytes.tsv"	"009I_M4b_E2_Astrocytes"	940	6	-4357.56	-26651.09	0.418856097491316	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	6	"Gfap"	"009I_M4b_E2_Astrocytes_940_6"
"009I"	"P56cor-CTXsbf-sastv20_009I_Astrocytes.tsv"	"009I_M4b_E2_Astrocytes"	940	7	-4373.15	-26682.91	0.442321812310795	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	9	"Gfap"	"009I_M4b_E2_Astrocytes_940_7"
"009I"	"P56cor-CTXsbf-sastv20_009I_Astrocytes.tsv"	"009I_M4b_E2_Astrocytes"	940	8	-4279.68	-26697.01	0.390287620883378	"L4"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	4	"Gfap"	"009I_M4b_E2_Astrocytes_940_8"
"009I"	"P56cor-CTXsbf-sastv20_009I_Astrocytes.tsv"	"009I_M4b_E2_Astrocytes"	940	9	-4303.08	-26714.68	0.412014208720711	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	2	"Gfap"	"009I_M4b_E2_Astrocytes_940_9"
